Tanggal,Tahun,Bulan,Nama_Bulan,Komoditas,Negara_Tujuan,Nilai_Ekspor_USD,Volume_Ton
2021-04-30,2021,4,April,Jagung,Vietnam,41090.35,14.2
2021-04-30,2021,4,April,Jagung,Thailand,34936.74,26.35
2021-04-30,2021,4,April,Jagung,Korea Selatan,40876.48,23.11
2021-04-30,2021,4,April,Produk Perikanan,Tiongkok,155454.41,151.98
2021-04-30,2021,4,April,Produk Perikanan,Malaysia,141810.99,75.62
2021-04-30,2021,4,April,Produk Perikanan,Jepang,104735.59,39.76
2021-04-30,2021,4,April,Produk Perikanan,Amerika Serikat,126852.31,114.97
2021-04-30,2021,4,April,Produk Perikanan,Singapura,75589.76,27.74
2021-04-30,2021,4,April,Produk Perikanan,Vietnam,89037.01,42.29
2021-04-30,2021,4,April,Produk Perikanan,Thailand,36550.81,13.39
2021-04-30,2021,4,April,Produk Perikanan,Korea Selatan,64112.89,40.58
2021-04-30,2021,4,April,Kerajinan Rotan,Tiongkok,63633.28,24.54
2021-04-30,2021,4,April,Kerajinan Rotan,Malaysia,75710.0,35.32
2021-04-30,2021,4,April,Kerajinan Rotan,Jepang,76663.55,74.84
2021-04-30,2021,4,April,Kerajinan Rotan,Amerika Serikat,14932.71,7.12
2021-04-30,2021,4,April,Kerajinan Rotan,Singapura,28693.65,16.82
2021-04-30,2021,4,April,Kerajinan Rotan,Vietnam,27737.38,11.25
2021-04-30,2021,4,April,Kerajinan Rotan,Thailand,13249.24,5.16
2021-04-30,2021,4,April,Kerajinan Rotan,Korea Selatan,31879.46,13.45
2021-04-30,2021,4,April,Minyak Kelapa,Tiongkok,24478.31,14.0
2021-04-30,2021,4,April,Minyak Kelapa,Malaysia,71788.11,30.64
2021-04-30,2021,4,April,Minyak Kelapa,Jepang,28449.88,15.49
2021-04-30,2021,4,April,Minyak Kelapa,Amerika Serikat,17781.66,11.43
2021-04-30,2021,4,April,Minyak Kelapa,Singapura,28224.74,9.53
2021-04-30,2021,4,April,Minyak Kelapa,Vietnam,46116.61,33.94
2021-04-30,2021,4,April,Minyak Kelapa,Thailand,18528.24,10.25
2021-04-30,2021,4,April,Minyak Kelapa,Korea Selatan,45847.27,24.84
2021-04-30,2021,4,April,Produk Olahan,Tiongkok,42701.07,27.94
2021-04-30,2021,4,April,Produk Olahan,Malaysia,50622.64,32.93
2021-04-30,2021,4,April,Produk Olahan,Jepang,57819.28,19.69
2021-04-30,2021,4,April,Produk Olahan,Amerika Serikat,21189.18,18.41
2021-04-30,2021,4,April,Produk Olahan,Singapura,27917.59,23.58
2021-04-30,2021,4,April,Produk Olahan,Vietnam,40338.93,17.56
2021-04-30,2021,4,April,Produk Olahan,Thailand,10458.53,3.57
2021-04-30,2021,4,April,Produk Olahan,Korea Selatan,49387.0,20.46
2021-05-31,2021,5,May,Kakao,Tiongkok,244757.24,87.0
2021-05-31,2021,5,May,Kakao,Malaysia,368273.95,76.09
2021-05-31,2021,5,May,Kakao,Jepang,155816.15,32.23
2021-05-31,2021,5,May,Kakao,Amerika Serikat,367107.02,140.77
2021-05-31,2021,5,May,Kakao,Singapura,242141.5,59.93
2021-05-31,2021,5,May,Kakao,Vietnam,76371.99,20.37
2021-05-31,2021,5,May,Kakao,Thailand,182721.84,37.5
2021-05-31,2021,5,May,Kakao,Korea Selatan,304737.24,118.78
2021-05-31,2021,5,May,Besi dan Baja,Tiongkok,320260.93,138.9
2021-05-31,2021,5,May,Besi dan Baja,Malaysia,273748.65,120.18
2021-05-31,2021,5,May,Besi dan Baja,Jepang,275719.45,83.5
2021-05-31,2021,5,May,Besi dan Baja,Amerika Serikat,160232.31,38.42
2021-05-31,2021,5,May,Besi dan Baja,Singapura,205342.71,53.48
2021-05-31,2021,5,May,Besi dan Baja,Vietnam,109451.09,26.42
2021-05-31,2021,5,May,Besi dan Baja,Thailand,134729.88,29.08
2021-05-31,2021,5,May,Besi dan Baja,Korea Selatan,78765.27,28.69
2021-05-31,2021,5,May,Kelapa,Tiongkok,65431.12,43.76
2021-05-31,2021,5,May,Kelapa,Malaysia,104940.61,42.56
2021-05-31,2021,5,May,Kelapa,Jepang,117968.63,101.5
2021-05-31,2021,5,May,Kelapa,Amerika Serikat,129798.51,49.73
2021-05-31,2021,5,May,Kelapa,Singapura,90574.97,43.37
2021-05-31,2021,5,May,Kelapa,Vietnam,86549.78,34.82
2021-05-31,2021,5,May,Kelapa,Thailand,68118.8,59.92
2021-05-31,2021,5,May,Kelapa,Korea Selatan,103574.05,47.75
2021-05-31,2021,5,May,Jagung,Tiongkok,43982.78,25.32
2021-05-31,2021,5,May,Jagung,Malaysia,68901.83,26.76
2021-05-31,2021,5,May,Jagung,Jepang,58221.54,38.9
2021-05-31,2021,5,May,Jagung,Amerika Serikat,43097.66,22.86
2021-05-31,2021,5,May,Jagung,Singapura,69329.54,61.46
2021-05-31,2021,5,May,Jagung,Vietnam,21504.01,11.39
2021-05-31,2021,5,May,Jagung,Thailand,22253.16,11.1
2021-05-31,2021,5,May,Jagung,Korea Selatan,31428.61,11.01
2021-05-31,2021,5,May,Produk Perikanan,Tiongkok,143684.81,78.98
2021-05-31,2021,5,May,Produk Perikanan,Malaysia,67502.21,51.18
2021-05-31,2021,5,May,Produk Perikanan,Jepang,48249.04,35.19
2021-05-31,2021,5,May,Produk Perikanan,Amerika Serikat,127669.51,48.58
2021-05-31,2021,5,May,Produk Perikanan,Singapura,37648.6,23.85
2021-05-31,2021,5,May,Produk Perikanan,Vietnam,52026.26,25.63
2021-05-31,2021,5,May,Produk Perikanan,Thailand,67184.51,39.34
2021-05-31,2021,5,May,Produk Perikanan,Korea Selatan,107309.63,66.42
2021-05-31,2021,5,May,Kerajinan Rotan,Tiongkok,87940.61,53.19
2021-05-31,2021,5,May,Kerajinan Rotan,Malaysia,65759.99,22.82
2021-05-31,2021,5,May,Kerajinan Rotan,Jepang,20024.97,11.22
2021-05-31,2021,5,May,Kerajinan Rotan,Amerika Serikat,52102.49,37.55
2021-05-31,2021,5,May,Kerajinan Rotan,Singapura,54150.49,20.24
2021-05-31,2021,5,May,Kerajinan Rotan,Vietnam,53475.71,28.47
2021-05-31,2021,5,May,Kerajinan Rotan,Thailand,16963.07,7.23
2021-05-31,2021,5,May,Kerajinan Rotan,Korea Selatan,40888.46,28.02
2021-05-31,2021,5,May,Minyak Kelapa,Tiongkok,32176.87,32.05
2021-05-31,2021,5,May,Minyak Kelapa,Malaysia,65294.32,32.17
2021-05-31,2021,5,May,Minyak Kelapa,Jepang,15917.66,15.33
2021-05-31,2021,5,May,Minyak Kelapa,Amerika Serikat,66566.96,44.88
2021-05-31,2021,5,May,Minyak Kelapa,Singapura,16615.45,11.5
2021-05-31,2021,5,May,Minyak Kelapa,Vietnam,35902.2,24.08
2021-05-31,2021,5,May,Minyak Kelapa,Thailand,28335.51,19.3
2021-05-31,2021,5,May,Minyak Kelapa,Korea Selatan,64057.57,28.69
2021-05-31,2021,5,May,Produk Olahan,Tiongkok,50693.88,27.29
2021-05-31,2021,5,May,Produk Olahan,Malaysia,63075.39,26.23
2021-05-31,2021,5,May,Produk Olahan,Jepang,52091.23,28.56
2021-05-31,2021,5,May,Produk Olahan,Amerika Serikat,45587.56,22.08
2021-05-31,2021,5,May,Produk Olahan,Singapura,40671.55,32.95
2021-05-31,2021,5,May,Produk Olahan,Vietnam,16338.15,6.85
2021-05-31,2021,5,May,Produk Olahan,Thailand,28180.34,10.1
2021-05-31,2021,5,May,Produk Olahan,Korea Selatan,30854.27,16.78
2021-06-30,2021,6,June,Kakao,Tiongkok,406233.42,184.05
2021-06-30,2021,6,June,Kakao,Malaysia,350454.79,90.2
2021-06-30,2021,6,June,Kakao,Jepang,186342.62,91.8
2021-06-30,2021,6,June,Kakao,Amerika Serikat,285973.06,63.43
2021-06-30,2021,6,June,Kakao,Singapura,266900.12,77.24
2021-06-30,2021,6,June,Kakao,Vietnam,238736.38,71.18
2021-06-30,2021,6,June,Kakao,Thailand,284867.35,61.29
2021-06-30,2021,6,June,Kakao,Korea Selatan,111463.09,35.23
2021-06-30,2021,6,June,Besi dan Baja,Tiongkok,312483.89,119.71
2021-06-30,2021,6,June,Besi dan Baja,Malaysia,377423.36,119.13
2021-06-30,2021,6,June,Besi dan Baja,Jepang,335768.86,152.64
2021-06-30,2021,6,June,Besi dan Baja,Amerika Serikat,134590.84,43.05
2021-06-30,2021,6,June,Besi dan Baja,Singapura,169906.7,34.04
2021-06-30,2021,6,June,Besi dan Baja,Vietnam,136673.72,51.37
2021-06-30,2021,6,June,Besi dan Baja,Thailand,146721.29,66.51
2021-06-30,2021,6,June,Besi dan Baja,Korea Selatan,182394.25,43.76
2021-06-30,2021,6,June,Kelapa,Tiongkok,114408.6,112.53
2021-06-30,2021,6,June,Kelapa,Malaysia,99170.77,50.39
2021-06-30,2021,6,June,Kelapa,Jepang,114030.29,44.79
2021-06-30,2021,6,June,Kelapa,Amerika Serikat,46413.37,18.32
2021-06-30,2021,6,June,Kelapa,Singapura,102608.01,40.99
2021-06-30,2021,6,June,Kelapa,Vietnam,76460.72,59.7
2021-06-30,2021,6,June,Kelapa,Thailand,68835.41,27.71
2021-06-30,2021,6,June,Kelapa,Korea Selatan,51853.72,18.65
2021-06-30,2021,6,June,Jagung,Tiongkok,93255.02,37.04
2021-06-30,2021,6,June,Jagung,Malaysia,71365.64,25.69
2021-06-30,2021,6,June,Jagung,Jepang,53376.29,40.65
2021-06-30,2021,6,June,Jagung,Amerika Serikat,52310.17,33.93
2021-06-30,2021,6,June,Jagung,Singapura,24582.56,16.58
2021-06-30,2021,6,June,Jagung,Vietnam,33837.23,12.02
2021-06-30,2021,6,June,Jagung,Thailand,22591.31,19.58
2021-06-30,2021,6,June,Jagung,Korea Selatan,33479.13,12.66
2021-06-30,2021,6,June,Produk Perikanan,Tiongkok,149580.76,96.89
2021-06-30,2021,6,June,Produk Perikanan,Malaysia,82829.22,28.78
2021-06-30,2021,6,June,Produk Perikanan,Jepang,59873.39,38.9
2021-06-30,2021,6,June,Produk Perikanan,Amerika Serikat,105782.31,73.59
2021-06-30,2021,6,June,Produk Perikanan,Singapura,59008.35,25.39
2021-06-30,2021,6,June,Produk Perikanan,Vietnam,79824.48,31.65
2021-06-30,2021,6,June,Produk Perikanan,Thailand,37023.81,15.44
2021-06-30,2021,6,June,Produk Perikanan,Korea Selatan,58826.15,55.38
2021-06-30,2021,6,June,Kerajinan Rotan,Tiongkok,16985.02,6.16
2021-06-30,2021,6,June,Kerajinan Rotan,Malaysia,65438.37,60.71
2021-06-30,2021,6,June,Kerajinan Rotan,Jepang,39153.84,14.0
2021-06-30,2021,6,June,Kerajinan Rotan,Amerika Serikat,40794.28,14.56
2021-06-30,2021,6,June,Kerajinan Rotan,Singapura,49813.25,18.52
2021-06-30,2021,6,June,Kerajinan Rotan,Vietnam,35145.96,30.98
2021-06-30,2021,6,June,Kerajinan Rotan,Thailand,71167.19,43.05
2021-06-30,2021,6,June,Kerajinan Rotan,Korea Selatan,65180.33,24.0
2021-06-30,2021,6,June,Minyak Kelapa,Tiongkok,34490.86,31.92
2021-06-30,2021,6,June,Minyak Kelapa,Malaysia,25243.85,24.16
2021-06-30,2021,6,June,Minyak Kelapa,Jepang,58972.36,27.66
2021-06-30,2021,6,June,Minyak Kelapa,Amerika Serikat,44607.56,30.47
2021-06-30,2021,6,June,Minyak Kelapa,Singapura,57538.86,25.6
2021-06-30,2021,6,June,Minyak Kelapa,Vietnam,13519.53,5.06
2021-06-30,2021,6,June,Minyak Kelapa,Thailand,47232.61,21.0
2021-06-30,2021,6,June,Minyak Kelapa,Korea Selatan,50835.05,23.51
2021-06-30,2021,6,June,Produk Olahan,Tiongkok,83924.05,44.53
2021-06-30,2021,6,June,Produk Olahan,Malaysia,49576.67,34.01
2021-06-30,2021,6,June,Produk Olahan,Jepang,68483.12,23.96
2021-06-30,2021,6,June,Produk Olahan,Amerika Serikat,56501.8,39.7
2021-06-30,2021,6,June,Produk Olahan,Singapura,71546.62,31.12
2021-06-30,2021,6,June,Produk Olahan,Vietnam,40586.81,18.56
2021-06-30,2021,6,June,Produk Olahan,Thailand,37868.09,16.12
2021-06-30,2021,6,June,Produk Olahan,Korea Selatan,26830.68,9.31
2021-07-31,2021,7,July,Kakao,Tiongkok,218562.23,53.67
2021-07-31,2021,7,July,Kakao,Malaysia,205804.97,72.83
2021-07-31,2021,7,July,Kakao,Jepang,164259.63,43.25
2021-07-31,2021,7,July,Kakao,Amerika Serikat,215425.99,64.01
2021-07-31,2021,7,July,Kakao,Singapura,153175.13,61.05
2021-07-31,2021,7,July,Kakao,Vietnam,194605.81,50.82
2021-07-31,2021,7,July,Kakao,Thailand,224770.68,50.99
2021-07-31,2021,7,July,Kakao,Korea Selatan,135294.93,39.04
2021-07-31,2021,7,July,Besi dan Baja,Tiongkok,156591.53,42.12
2021-07-31,2021,7,July,Besi dan Baja,Malaysia,397563.39,106.03
2021-07-31,2021,7,July,Besi dan Baja,Jepang,147810.99,68.56
2021-07-31,2021,7,July,Besi dan Baja,Amerika Serikat,205366.57,91.12
2021-07-31,2021,7,July,Besi dan Baja,Singapura,263933.28,56.78
2021-07-31,2021,7,July,Besi dan Baja,Vietnam,144514.97,31.49
2021-07-31,2021,7,July,Besi dan Baja,Thailand,112044.58,26.6
2021-07-31,2021,7,July,Besi dan Baja,Korea Selatan,189819.42,38.03
2021-07-31,2021,7,July,Kelapa,Tiongkok,178832.66,79.65
2021-07-31,2021,7,July,Kelapa,Malaysia,83594.67,31.02
2021-07-31,2021,7,July,Kelapa,Jepang,82472.36,72.72
2021-07-31,2021,7,July,Kelapa,Amerika Serikat,132791.18,49.09
2021-07-31,2021,7,July,Kelapa,Singapura,32170.48,18.16
2021-07-31,2021,7,July,Kelapa,Vietnam,47738.67,32.73
2021-07-31,2021,7,July,Kelapa,Thailand,45693.57,38.02
2021-07-31,2021,7,July,Kelapa,Korea Selatan,48049.25,16.31
2021-07-31,2021,7,July,Jagung,Tiongkok,86203.15,45.87
2021-07-31,2021,7,July,Jagung,Malaysia,74372.86,45.01
2021-07-31,2021,7,July,Jagung,Jepang,25296.2,20.09
2021-07-31,2021,7,July,Jagung,Amerika Serikat,29688.33,12.64
2021-07-31,2021,7,July,Jagung,Singapura,19036.65,7.27
2021-07-31,2021,7,July,Jagung,Vietnam,25258.17,9.25
2021-07-31,2021,7,July,Jagung,Thailand,14061.14,7.14
2021-07-31,2021,7,July,Jagung,Korea Selatan,35240.77,13.51
2021-07-31,2021,7,July,Produk Perikanan,Tiongkok,98157.02,48.81
2021-07-31,2021,7,July,Produk Perikanan,Malaysia,118780.58,76.77
2021-07-31,2021,7,July,Produk Perikanan,Jepang,42756.06,22.28
2021-07-31,2021,7,July,Produk Perikanan,Amerika Serikat,109791.64,98.56
2021-07-31,2021,7,July,Produk Perikanan,Singapura,69050.03,28.18
2021-07-31,2021,7,July,Produk Perikanan,Vietnam,94843.39,37.13
2021-07-31,2021,7,July,Produk Perikanan,Thailand,63764.96,30.71
2021-07-31,2021,7,July,Produk Perikanan,Korea Selatan,101690.89,36.59
2021-07-31,2021,7,July,Kerajinan Rotan,Tiongkok,35102.32,17.74
2021-07-31,2021,7,July,Kerajinan Rotan,Malaysia,63687.73,32.39
2021-07-31,2021,7,July,Kerajinan Rotan,Jepang,35022.83,12.88
2021-07-31,2021,7,July,Kerajinan Rotan,Amerika Serikat,37822.88,19.82
2021-07-31,2021,7,July,Kerajinan Rotan,Singapura,20783.02,14.92
2021-07-31,2021,7,July,Kerajinan Rotan,Vietnam,20919.84,9.8
2021-07-31,2021,7,July,Kerajinan Rotan,Thailand,33215.25,14.51
2021-07-31,2021,7,July,Kerajinan Rotan,Korea Selatan,43272.07,24.81
2021-07-31,2021,7,July,Minyak Kelapa,Tiongkok,24159.57,11.28
2021-07-31,2021,7,July,Minyak Kelapa,Malaysia,33851.53,23.55
2021-07-31,2021,7,July,Minyak Kelapa,Jepang,77821.77,49.52
2021-07-31,2021,7,July,Minyak Kelapa,Amerika Serikat,64985.43,30.33
2021-07-31,2021,7,July,Minyak Kelapa,Singapura,29379.89,11.32
2021-07-31,2021,7,July,Minyak Kelapa,Vietnam,17638.53,8.35
2021-07-31,2021,7,July,Minyak Kelapa,Thailand,57496.54,42.58
2021-07-31,2021,7,July,Minyak Kelapa,Korea Selatan,26104.88,18.17
2021-07-31,2021,7,July,Produk Olahan,Tiongkok,29148.07,19.09
2021-07-31,2021,7,July,Produk Olahan,Malaysia,91141.19,35.26
2021-07-31,2021,7,July,Produk Olahan,Jepang,60550.69,46.43
2021-07-31,2021,7,July,Produk Olahan,Amerika Serikat,35520.85,29.91
2021-07-31,2021,7,July,Produk Olahan,Singapura,55471.63,51.36
2021-07-31,2021,7,July,Produk Olahan,Vietnam,25602.61,17.34
2021-07-31,2021,7,July,Produk Olahan,Thailand,39835.91,20.61
2021-07-31,2021,7,July,Produk Olahan,Korea Selatan,18606.47,9.42
2021-08-31,2021,8,August,Kakao,Tiongkok,250412.79,50.1
2021-08-31,2021,8,August,Kakao,Malaysia,154277.77,34.42
2021-08-31,2021,8,August,Kakao,Jepang,66207.57,25.33
2021-08-31,2021,8,August,Kakao,Amerika Serikat,191001.98,49.67
2021-08-31,2021,8,August,Kakao,Singapura,112022.28,31.97
2021-08-31,2021,8,August,Kakao,Vietnam,58180.47,15.92
2021-08-31,2021,8,August,Kakao,Thailand,153855.1,61.99
2021-08-31,2021,8,August,Kakao,Korea Selatan,103910.76,38.31
2021-08-31,2021,8,August,Besi dan Baja,Tiongkok,343415.9,147.09
2021-08-31,2021,8,August,Besi dan Baja,Malaysia,197044.47,78.18
2021-08-31,2021,8,August,Besi dan Baja,Jepang,308366.27,97.08
2021-08-31,2021,8,August,Besi dan Baja,Amerika Serikat,117508.02,27.21
2021-08-31,2021,8,August,Besi dan Baja,Singapura,246949.6,66.79
2021-08-31,2021,8,August,Besi dan Baja,Vietnam,127216.82,57.87
2021-08-31,2021,8,August,Besi dan Baja,Thailand,264437.72,73.99
2021-08-31,2021,8,August,Besi dan Baja,Korea Selatan,105111.1,34.63
2021-08-31,2021,8,August,Kelapa,Tiongkok,184948.24,79.18
2021-08-31,2021,8,August,Kelapa,Malaysia,84326.99,37.94
2021-08-31,2021,8,August,Kelapa,Jepang,79795.11,29.6
2021-08-31,2021,8,August,Kelapa,Amerika Serikat,108547.66,43.8
2021-08-31,2021,8,August,Kelapa,Singapura,43173.01,14.75
2021-08-31,2021,8,August,Kelapa,Vietnam,90780.07,37.63
2021-08-31,2021,8,August,Kelapa,Thailand,100386.88,61.82
2021-08-31,2021,8,August,Kelapa,Korea Selatan,34700.6,18.4
2021-08-31,2021,8,August,Jagung,Tiongkok,51681.35,19.36
2021-08-31,2021,8,August,Jagung,Malaysia,36601.3,20.97
2021-08-31,2021,8,August,Jagung,Jepang,14676.86,12.39
2021-08-31,2021,8,August,Jagung,Amerika Serikat,61177.74,47.03
2021-08-31,2021,8,August,Jagung,Singapura,31383.65,15.67
2021-08-31,2021,8,August,Jagung,Vietnam,39872.1,17.16
2021-08-31,2021,8,August,Jagung,Thailand,59840.12,27.76
2021-08-31,2021,8,August,Jagung,Korea Selatan,45174.01,17.97
2021-08-31,2021,8,August,Produk Perikanan,Tiongkok,52609.88,36.92
2021-08-31,2021,8,August,Produk Perikanan,Malaysia,109879.45,60.88
2021-08-31,2021,8,August,Produk Perikanan,Jepang,111182.27,39.45
2021-08-31,2021,8,August,Produk Perikanan,Amerika Serikat,89002.36,57.67
2021-08-31,2021,8,August,Produk Perikanan,Singapura,45059.4,26.75
2021-08-31,2021,8,August,Produk Perikanan,Vietnam,104167.59,84.02
2021-08-31,2021,8,August,Produk Perikanan,Thailand,72369.54,45.92
2021-08-31,2021,8,August,Produk Perikanan,Korea Selatan,53618.19,24.46
2021-08-31,2021,8,August,Kerajinan Rotan,Tiongkok,30068.17,24.38
2021-08-31,2021,8,August,Kerajinan Rotan,Malaysia,97617.8,57.83
2021-08-31,2021,8,August,Kerajinan Rotan,Jepang,62785.17,21.93
2021-08-31,2021,8,August,Kerajinan Rotan,Amerika Serikat,57592.12,24.89
2021-08-31,2021,8,August,Kerajinan Rotan,Singapura,26039.21,15.75
2021-08-31,2021,8,August,Kerajinan Rotan,Vietnam,46663.13,17.93
2021-08-31,2021,8,August,Kerajinan Rotan,Thailand,35552.19,18.44
2021-08-31,2021,8,August,Kerajinan Rotan,Korea Selatan,52715.04,36.88
2021-08-31,2021,8,August,Minyak Kelapa,Tiongkok,52341.63,21.12
2021-08-31,2021,8,August,Minyak Kelapa,Malaysia,58517.99,28.34
2021-08-31,2021,8,August,Minyak Kelapa,Jepang,22173.21,10.38
2021-08-31,2021,8,August,Minyak Kelapa,Amerika Serikat,88030.58,33.38
2021-08-31,2021,8,August,Minyak Kelapa,Singapura,24139.45,8.21
2021-08-31,2021,8,August,Minyak Kelapa,Vietnam,24276.84,22.06
2021-08-31,2021,8,August,Minyak Kelapa,Thailand,42899.38,22.39
2021-08-31,2021,8,August,Minyak Kelapa,Korea Selatan,45319.3,30.1
2021-08-31,2021,8,August,Produk Olahan,Tiongkok,51106.4,19.31
2021-08-31,2021,8,August,Produk Olahan,Malaysia,51849.1,30.47
2021-08-31,2021,8,August,Produk Olahan,Jepang,57586.03,34.77
2021-08-31,2021,8,August,Produk Olahan,Amerika Serikat,18315.96,9.47
2021-08-31,2021,8,August,Produk Olahan,Singapura,53533.32,37.11
2021-08-31,2021,8,August,Produk Olahan,Vietnam,51940.56,19.62
2021-08-31,2021,8,August,Produk Olahan,Thailand,41751.02,25.99
2021-08-31,2021,8,August,Produk Olahan,Korea Selatan,18472.26,6.44
2021-09-30,2021,9,September,Kakao,Tiongkok,208120.43,99.2
2021-09-30,2021,9,September,Kakao,Malaysia,191349.46,77.04
2021-09-30,2021,9,September,Kakao,Jepang,275375.6,74.7
2021-09-30,2021,9,September,Kakao,Amerika Serikat,66120.77,20.33
2021-09-30,2021,9,September,Kakao,Singapura,163191.38,33.89
2021-09-30,2021,9,September,Kakao,Vietnam,67788.57,22.12
2021-09-30,2021,9,September,Kakao,Thailand,134338.23,29.85
2021-09-30,2021,9,September,Kakao,Korea Selatan,138131.8,44.27
2021-09-30,2021,9,September,Besi dan Baja,Tiongkok,153243.97,50.0
2021-09-30,2021,9,September,Besi dan Baja,Malaysia,261431.17,65.78
2021-09-30,2021,9,September,Besi dan Baja,Jepang,164576.48,64.66
2021-09-30,2021,9,September,Besi dan Baja,Amerika Serikat,276707.31,130.17
2021-09-30,2021,9,September,Besi dan Baja,Singapura,119958.13,25.86
2021-09-30,2021,9,September,Besi dan Baja,Vietnam,140815.21,40.15
2021-09-30,2021,9,September,Besi dan Baja,Thailand,302830.27,113.79
2021-09-30,2021,9,September,Besi dan Baja,Korea Selatan,271909.65,57.25
2021-09-30,2021,9,September,Kelapa,Tiongkok,132138.95,73.15
2021-09-30,2021,9,September,Kelapa,Malaysia,105733.83,44.9
2021-09-30,2021,9,September,Kelapa,Jepang,90357.55,34.11
2021-09-30,2021,9,September,Kelapa,Amerika Serikat,130221.28,62.59
2021-09-30,2021,9,September,Kelapa,Singapura,75799.05,43.11
2021-09-30,2021,9,September,Kelapa,Vietnam,51059.93,18.99
2021-09-30,2021,9,September,Kelapa,Thailand,73347.77,45.36
2021-09-30,2021,9,September,Kelapa,Korea Selatan,51788.81,48.02
2021-09-30,2021,9,September,Jagung,Tiongkok,19831.01,6.71
2021-09-30,2021,9,September,Jagung,Malaysia,45234.25,18.41
2021-09-30,2021,9,September,Jagung,Jepang,66534.03,25.48
2021-09-30,2021,9,September,Jagung,Amerika Serikat,35252.19,13.73
2021-09-30,2021,9,September,Jagung,Singapura,66939.79,63.66
2021-09-30,2021,9,September,Jagung,Vietnam,39365.69,16.57
2021-09-30,2021,9,September,Jagung,Thailand,64499.39,47.34
2021-09-30,2021,9,September,Jagung,Korea Selatan,23248.67,14.4
2021-09-30,2021,9,September,Produk Perikanan,Tiongkok,83285.57,63.07
2021-09-30,2021,9,September,Produk Perikanan,Malaysia,111302.27,44.26
2021-09-30,2021,9,September,Produk Perikanan,Jepang,39074.7,21.88
2021-09-30,2021,9,September,Produk Perikanan,Amerika Serikat,42040.25,18.09
2021-09-30,2021,9,September,Produk Perikanan,Singapura,36203.52,24.67
2021-09-30,2021,9,September,Produk Perikanan,Vietnam,81593.35,27.66
2021-09-30,2021,9,September,Produk Perikanan,Thailand,58411.66,21.34
2021-09-30,2021,9,September,Produk Perikanan,Korea Selatan,52309.45,47.5
2021-09-30,2021,9,September,Kerajinan Rotan,Tiongkok,50870.44,28.49
2021-09-30,2021,9,September,Kerajinan Rotan,Malaysia,70736.19,69.17
2021-09-30,2021,9,September,Kerajinan Rotan,Jepang,33976.62,31.44
2021-09-30,2021,9,September,Kerajinan Rotan,Amerika Serikat,39414.67,13.37
2021-09-30,2021,9,September,Kerajinan Rotan,Singapura,23317.24,9.64
2021-09-30,2021,9,September,Kerajinan Rotan,Vietnam,60818.59,34.76
2021-09-30,2021,9,September,Kerajinan Rotan,Thailand,15329.83,8.28
2021-09-30,2021,9,September,Kerajinan Rotan,Korea Selatan,48354.92,33.38
2021-09-30,2021,9,September,Minyak Kelapa,Tiongkok,69064.55,24.14
2021-09-30,2021,9,September,Minyak Kelapa,Malaysia,60462.15,36.1
2021-09-30,2021,9,September,Minyak Kelapa,Jepang,20227.8,14.22
2021-09-30,2021,9,September,Minyak Kelapa,Amerika Serikat,15906.75,8.01
2021-09-30,2021,9,September,Minyak Kelapa,Singapura,29203.27,16.32
2021-09-30,2021,9,September,Minyak Kelapa,Vietnam,21897.9,10.21
2021-09-30,2021,9,September,Minyak Kelapa,Thailand,44574.31,34.08
2021-09-30,2021,9,September,Minyak Kelapa,Korea Selatan,24355.67,14.14
2021-09-30,2021,9,September,Produk Olahan,Tiongkok,57992.63,52.09
2021-09-30,2021,9,September,Produk Olahan,Malaysia,42065.49,17.57
2021-09-30,2021,9,September,Produk Olahan,Jepang,62950.72,41.42
2021-09-30,2021,9,September,Produk Olahan,Amerika Serikat,63332.45,39.72
2021-09-30,2021,9,September,Produk Olahan,Singapura,35286.6,23.83
2021-09-30,2021,9,September,Produk Olahan,Vietnam,62596.07,26.68
2021-09-30,2021,9,September,Produk Olahan,Thailand,35305.96,26.9
2021-09-30,2021,9,September,Produk Olahan,Korea Selatan,27488.98,11.73
2021-10-31,2021,10,October,Kakao,Tiongkok,86885.26,17.45
2021-10-31,2021,10,October,Kakao,Malaysia,358934.44,72.78
2021-10-31,2021,10,October,Kakao,Jepang,221253.67,59.26
2021-10-31,2021,10,October,Kakao,Amerika Serikat,126848.72,37.28
2021-10-31,2021,10,October,Kakao,Singapura,112424.92,34.25
2021-10-31,2021,10,October,Kakao,Vietnam,128045.78,28.13
2021-10-31,2021,10,October,Kakao,Thailand,231935.45,57.02
2021-10-31,2021,10,October,Kakao,Korea Selatan,116216.12,26.79
2021-10-31,2021,10,October,Besi dan Baja,Tiongkok,410346.86,193.52
2021-10-31,2021,10,October,Besi dan Baja,Malaysia,356114.63,123.56
2021-10-31,2021,10,October,Besi dan Baja,Jepang,312122.62,113.13
2021-10-31,2021,10,October,Besi dan Baja,Amerika Serikat,150552.35,63.31
2021-10-31,2021,10,October,Besi dan Baja,Singapura,195352.28,43.02
2021-10-31,2021,10,October,Besi dan Baja,Vietnam,219291.88,57.97
2021-10-31,2021,10,October,Besi dan Baja,Thailand,205705.59,55.21
2021-10-31,2021,10,October,Besi dan Baja,Korea Selatan,122052.63,28.35
2021-10-31,2021,10,October,Kelapa,Tiongkok,133485.41,91.01
2021-10-31,2021,10,October,Kelapa,Malaysia,109851.56,76.42
